G6PDH2r	glucose 6-phosphate dehydrogenase	b1852	1.1.1.49	30100	D-glucose-6-phosphate
EAR140y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
PFK_3	phosphofructokinase (s7p)	b3916	2.7.1.11	185	fructose-6-phosphate
PFK_2	Phosphofructokinase	b3916	2.7.1.11	185	fructose-6-phosphate
CYSDS	Cysteine Desulfhydrase	(b3708 or b3008)	4.1.99.1	42	L-Trp
ALLTAMH	allantoate amidohydrolase	b0516	3.5.3.9	20000	NA
TMDS	thymidylate synthase	b2827	2.1.1.45	18	deoxyuridine-phosphate
3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	(b0954 or b0180)	4.2.1.58	20000	NA
GLYCLTDy	Glycolate dehydrogenase (NADP)	(b1033 or b3553)	1.1.1.26	13	glyoxylate
AMPTASECG	alanyl aminopeptidase (cys-gly)	(b0237 or b0932 or b4260 or b2523)	3.4.11.2	7600	L-Ala-4-nitroanilide
GHMT2r	"glycine hydroxymethyltransferase, reversible"	b2551	2.1.2.1	59.6	DL-threo-3-phenylserine
UDPGALM	UDPgalactopyranose mutase	b2036	5.4.99.9	66	UDP-galactopyranose
PGSA161	Phosphatidylglycerol synthase (n-C16:1)	b1912	2.7.8.5	20000	NA
PGSA160	Phosphatidylglycerol synthase (n-C16:0)	b1912	2.7.8.5	20000	NA
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	b3997	4.1.1.37	0.425	uroporphyrinogen-III
NADH18pp	NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)	(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)	1.6.5.3	1500	hexaammineruthenium-III-chloride
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	(b0954 or b0180)	4.2.1.61	20000	NA
3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	(b0180 or b0954)	4.2.1.61	20000	NA
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)	b2954	3.6.1.19	67.2	dATP
ACOTA	acetylornithine transaminase	(b1748 or b3359)	2.6.1.11	1.55	N2-Acetyl-L-ornithine
ALCD2x	alcohol dehydrogenase (ethanol)	(b1478 or b1241 or b0356)	1.1.1.1	4808	NADPH
PLIPA1E181pp	"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
HSTPT	histidinol-phosphate transaminase	b2021	2.6.1.9	4.1	L-phenylalanine
GAPD	glyceraldehyde-3-phosphate dehydrogenase	b1779	1.2.1.12	442	D-glyceraldehyde
LPLIPAL2G160	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)"	b3825	3.1.1.5	20000	NA
LPLIPAL2G161	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"	b3825	3.1.1.5	20000	NA
EPMEACPR	Enoylpimeloyl-[ACP] methyl ester reductase	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
PPAKr	Propionate kinase	b3115	2.7.2.1	3869	acetyl-phosphate
EAR40x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]
EAR40y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
LPLIPAL1E120pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)"	b0494	3.1.1.5	20000	NA
GMPR	GMP reductase	b0104	1.7.1.7	20000	NA
PSSA120	Phosphatidylserine syntase (n-C12:0)	b2585	2.7.8.8	20000	NA
SERTRS2	Seryl-tRNA synthetase (selenocystein)	b0893	6.1.1.11	7	L-serine
EGMEACPR	Enoylglutaryl-[ACP] methyl ester reductase	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
THRD_L	L-threonine deaminase	(b3117 or b3772)	4.3.1.19	287	L-Thr
GLYOX	hydroxyacylglutathione hydrolase	b0212	3.1.2.6	6780	S-D-lactoylglutathione
DHQS	3-dehydroquinate synthase	b3389	4.2.3.4	19	3-deoxy-D-arabino-heptulosonic-acid-7-phosphate
PLIPA1A160pp	"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
TGBPA	Tagatose-bisphosphate aldolase	((b3132 and b3137) or (b2095 and b2096))	4.1.2.40	20000	NA
FBA	"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"	b2925	4.1.2.13	64.5	"D-fructose-1,6-bisphosphate"
MDDCP1pp	"murein D,D-carboxypeptidase (murein5px4p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala
PGSA181	Phosphatidylglycerol synthase (n-C18:1)	b1912	2.7.8.5	20000	NA
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	b1912	2.7.8.5	20000	NA
GK1	guanylate kinase (GMP:ATP)	b3648	2.7.4.8	1121	GMP
ACACT6r	acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA
MALS	malate synthase	(b4014 or b2976)	4.1.3.2	20000	NA
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase	b3972	1.1.1.158	20000	NA
PPND	prephenate dehydrogenase	b2600	1.3.1.12	356.1	NAD+
APH120	acylphosphatase (C12:0)	b0968	3.6.1.7	10000	benzoyl-phosphate
ALDD2y	"aldehyde dehydrogenase (acetaldehyde, NADP)"	b3588	1.2.1.4	20000	NA
GRTT	geranyltranstransferase	b0421	2.5.1.10	0.49	isopentenyl-diphosphate
GLNTRS	Glutaminyl-tRNA synthetase	b0680	6.1.1.18	6.27	ATP
UMPK	UMP kinase	(b0910 or b0171)	2.7.4.14	410	CMP
GCALDD	Glycolaldehyde dehydrogenase	b1415	1.2.1.21	20000	NA
ECOAH8	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
AMPTASEPG	aminopeptidase (pro-gly)	(b4260 or b0237 or b2523 or b0932)	3.4.11.2	7600	L-Ala-4-nitroanilide
ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
ECOAH5	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
PSSA180	Phosphatidylserine syntase (n-C18:0)	b2585	2.7.8.8	20000	NA
G3PAT120	glycerol-3-phosphate acyltransferase (C12:0)	(b1094 and b4041)	2.3.1.15	20000	NA
ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA
POR5	pyruvate synthase	((b0684 and b1378) or (b2895 and b1378))	1.2.7.1	370	2-oxobutyrate
NADK	NAD kinase	b2615	2.7.1.23	424	NAD+
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	(b0180 or b0954)	4.2.1.61	20000	NA
3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	(b0180 or b0954)	4.2.1.61	20000	NA
ARGDCpp	arginine decarboxylase	b2938	4.1.1.19	9.9	L-arginine
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	b3189	2.5.1.7	8.9	UDP-GlcNAc
EAR161x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]
NO3R2bpp	Nitrate reductase (Menaquinol-8) (periplasm)	(b2203 and b2206 and b2202)	1.7.99.4	1350	Chlorate
GLUCYS	gamma-glutamylcysteine synthetase	b2688	6.3.2.2	20000	NA
THRAi	Threonine aldolase	(b2551 or b0870)	4.1.2.5	43	L-allo-Thr
ARGSS	argininosuccinate synthase	b3172	6.3.4.5	20000	NA
NO3R1pp	Nitrate reductase (Ubiquinol-8) (periplasm)	((b1465 and b1466 and b1467 and b1468) or (b1224 and b1225 and b1226 and b1227))	1.7.99.4	1350	Chlorate
PPCDC	phosphopantothenoylcysteine decarboxylase	b3639	4.1.1.36	2.9	(R)-4-phospho-N-pantothenoylcysteine
NADH16pp	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	(b2276 and b2277 and b2278 and b2279 and b2280 and b2281 and b2282 and b2283 and b2284 and b2285 and b2286 and b2287 and b2288)	1.6.5.3	1500	hexaammineruthenium-III-chloride
GLCP	glycogen phosphorylase	(b3428 or b3417)	2.4.1.1	312	maltoheptaose
PLIPA1G180pp	"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
UGMDDS	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase"	b0086	6.3.2.15	20000	NA
PAPSR2	phosphoadenylyl-sulfate reductase (glutaredoxin)	((b2762 and b0849) or (b2762 and b1064) or (b2762 and b1654) or (b2762 and b3610))	1.8.4.8	3.5	3-phosphoadenylyl-sulfate
PLIPA2G141pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
PUNP4	purine-nucleoside phosphorylase (Deoxyguanosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine
PUNP5	purine-nucleoside phosphorylase (Inosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine
LPLIPAL1A161pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)"	b0494	3.1.1.5	20000	NA
PUNP7	purine-nucleoside phosphorylase (Xanthosine)	b2407	2.4.2.1	28000	Inosine
LPLIPAL1A180pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)"	b0494	3.1.1.5	20000	NA
PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)	b4384	2.4.2.1	28000	Inosine
PUNP3	purine-nucleoside phosphorylase (Guanosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine
LPLIPAL2E180	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"	b3825	3.1.1.5	20000	NA
LPLIPAL2E181	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"	b3825	3.1.1.5	20000	NA
PLIPA1A140pp	"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	(b3846 or b2341)	4.2.1.17	5667	crotonyl-CoA
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	(b0954 or b0180)	4.2.1.61	20000	NA
TDP	thiamin pyrophosphatase	b1134	3.6.1.15	5096	dCTP
LPLIPAL1G160pp	"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)"	b0494	3.1.1.5	20000	NA
PLIPA2A120pp	"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
ACKr	acetate kinase	(b3115 or b2296 or b1849)	2.7.2.1	3869	acetyl-phosphate
NADH10	NADH dehydrogenase (menaquinone-8 & 0 protons)	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA
PPC	phosphoenolpyruvate carboxylase	b3956	4.1.1.31	540	phosphoenolpyruvate
PPA	inorganic diphosphatase	(b2744 or b4226 or b2502)	3.6.1.1	6290	diphosphate
PLIPA2E181pp	"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
METTRS	Methionyl-tRNA synthetase	b2114	6.1.1.10	47	tRNAMet
PPM	phosphopentomutase	(b3380 or b4383)	5.4.2.7	173	2-deoxy-D-ribose-1-phosphate
PPS	phosphoenolpyruvate synthase	b1702	2.7.9.2	1570	pyruvate
PLIPA2A161pp	"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
PLIPA1G160pp	"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
PLIPA2E140pp	"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
ACOAD7f	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]
PLIPA2G161pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
DADK	deoxyadenylate kinase	b0474	2.7.4.11	20000	NA
LPLIPAL2G180	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"	b3825	3.1.1.5	20000	NA
LPLIPAL2G181	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"	b3825	3.1.1.5	20000	NA
ALAALAr	D-alanine-D-alanine ligase (reversible)	(b0381 or b0092)	6.3.2.4	48.5	D-alanine
PSSA141	Phosphatidylserine syntase (n-C14:1)	b2585	2.7.8.8	20000	NA
PSSA140	Phosphatidylserine syntase (n-C14:0)	b2585	2.7.8.8	20000	NA
EAR100x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]
EAR100y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
NTPP11	Nucleoside triphosphate pyrophosphorylase (xtp)	b2954	3.6.1.19	67.2	dATP
LPLIPAL1E160pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)"	b0494	3.1.1.5	20000	NA
XYLK	xylulokinase	(b0063 or b3564)	2.7.1.17	6600	D-xylulose
PSERT	phosphoserine transaminase	b0907	2.6.1.52	20000	NA
LPLIPAL1A181pp	"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)"	b0494	3.1.1.5	20000	NA
LPLIPAL2A140	"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)"	b3825	3.1.1.5	20000	NA
LPLIPAL2A141	"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)"	b3825	3.1.1.5	20000	NA
LPADSS	Lipid A disaccaride synthase	b0182	2.4.1.182	20000	NA
EAR161y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)	b0109	2.4.2.19	1.6	Quinolinic-acid
PLIPA1E160pp	"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
RBFK	riboflavin kinase	b0025	2.7.1.26	0.7	riboflavin
RPI	ribose-5-phosphate isomerase	(b2914 or b4090)	5.3.1.6	52000	D-ribose-5-phosphate
PLIPA2E161pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
TKT2	transketolase	(b2935 or b2465)	2.2.1.1	410000	lithium-beta-hydroxypyruvate
NADS1	NAD synthase (nh3)	b1740	6.3.1.5	0.5	deamido-NMN
TREH	"alpha,alpha-trehalase"	b3519	3.2.1.28	662	trehalose
GLGC	glucose-1-phosphate adenylyltransferase	b3430	2.7.7.27	487	ATP
LPLIPAL2E140	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)"	b3825	3.1.1.5	20000	NA
LPLIPAL2E141	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)"	b3825	3.1.1.5	20000	NA
TKT1	transketolase	(b2935 or b2465)	2.2.1.1	410000	lithium-beta-hydroxypyruvate
GLCATr	D-glucose O-acetyltransferase	b0459	2.3.1.79	20000	NA
2DGULRGy	2-Dehydro-L-gulonate reductase to gluconate (NADPH)	b3553	1.1.1.215	20000	NA
PLIPA2G140pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
PPM2	phosphopentomutase 2 (deoxyribose)	b4383	5.4.2.7	173	2-deoxy-D-ribose-1-phosphate
RNDR4	ribonucleoside-diphosphate reductase (UDP)	((b2234 and b2235 and b3781) or (b2234 and b2235 and b2582))	1.17.4.1	12.9	CDP
LGTHL	lactoylglutathione lyase	b1651	4.4.1.5	6700	Phenylglyoxal
RNDR2	ribonucleoside-diphosphate reductase (GDP)	((b2234 and b2235 and b3781) or (b2234 and b2235 and b2582))	1.17.4.1	12.9	CDP
RNDR1	ribonucleoside-diphosphate reductase (ADP)	((b2234 and b2235 and b2582) or (b2234 and b2235 and b3781))	1.17.4.1	12.9	CDP
PLIPA1A141pp	"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
KDOCT2	3-deoxy-manno-octulosonate cytidylyltransferase	b0918	2.7.7.38	20000	NA
LEUTRS	Leucyl-tRNA synthetase	b0642	6.1.1.4	171	L-leucine
PROD2	Proline dehydrogenase	b1014	1.5.99.8	75	"3,4-dehydro-L-proline"
GLUR	glutamate racemase	b3967	5.1.1.3	355200	L-glutamate
GLUN	glutaminase	(b1812 or b0485 or b1524)	3.5.1.2	5080	Glu
PGSA120	Phosphatidylglycerol synthase (n-C12:0)	b1912	2.7.8.5	20000	NA
AGMHE	ADP-D-glycero-D-manno-heptose epimerase	b3619	5.1.3.20	20000	NA
PGMT	phosphoglucomutase	(b2690 or b0688)	5.4.2.2	398	alpha-D-glucose-1-phosphate
ACALD	acetaldehyde dehydrogenase (acetylating)	(b0351 or b1241)	1.2.1.10	20000	NA
RNDR3	ribonucleoside-diphosphate reductase (CDP)	((b2234 and b2235 and b3781) or (b2234 and b2235 and b2582))	1.17.4.1	12.9	CDP
ACOAD4f	acyl-CoA dehydrogenase (decanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA
PLIPA2A160pp	"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
MDDCP5pp	"murein D,D-carboxypeptidase (murein5p3p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala
NO3R1bpp	Nitrate reductase (Ubiquinol-8)	(b2203 and b2206 and b2202 and b2205 and b2204)	1.7.99.4	1350	Chlorate
GDPTPDP	guanosine 3-diphosphate 5-triphosphate 3-diphosphatase	b3650	3.1.7.2	3	ppGpp
GLYCK2	glycerate kinase	b3124	2.7.1.31	350	D-Glycerate
A5PISO	arabinose-5-phosphate isomerase	(b3197 or b2708)	5.3.1.13	255	D-ribulose-5-phosphate
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	b2323	2.3.1.41	551	decanoyl-[acyl-carrier-protein]
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	(b0954 or b0180)	4.2.1.58	20000	NA
ADNK1	adenosine kinase	b0474	2.7.1.20	25.5	adenosine
PLIPA2G160pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
NADH5	NADH dehydrogenase (ubiquinone-8 )	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride
PTAr	phosphotransacetylase	(b2297 or b2458)	2.3.1.8	5190	acetyl-phosphate
NADH9	NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	b1109	1.6.5.3	1500	hexaammineruthenium-III-chloride
CHORM	chorismate mutase	(b2599 or b2600)	5.4.99.5	366000	chorismate
PLIPA1E120pp	"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein
G6PP	glucose-6-phosphate phosphatase	b0822	3.1.3.9	700	glucose-6-phosphate
G3PD5	glycerol-3-phosphate dehydrogenase (ubiquinone-8)	((b2241 and b2242 and b2243) or b3426)	1.1.99.5	20000	NA
ORNDC	Ornithine Decarboxylase	(b2965 or b0693)	4.1.1.17	77.8	L-ornithine
ALAR	alanine racemase	(b1190 or b4053)	5.1.1.1	7504	L-Ala
ME2	malic enzyme (NADP)	b2463	1.1.1.40	4670	NADP+
GLUDC	Glutamate Decarboxylase	(b3517 or b1493)	4.1.1.15	24.85	L-Glutamate
DMATT	dimethylallyltranstransferase	b0421	2.5.1.1	1.4	dimethylallyl-diphosphate
LPLIPAL1G140pp	"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)"	b0494	3.1.1.5	20000	NA
PLIPA2A140pp	"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
ACACT8r	acetyl-CoA acyltransferase (hexadecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA
EAR60x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]
EAR60y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
ACACT7r	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA
PLIPA2A181pp	"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
ACGAMK	N-acetylglucosamine kinase	b1119	2.7.1.59	0.0325	N-acetyl-D-glucosamine
ALTRH	altronate hydrolase	b3091	4.2.1.7	20000	NA
LPLIPAL1E180pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)"	b0494	3.1.1.5	20000	NA
PLIPA2E160pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
GLXCL	glyoxalate carboligase	b0507	4.1.1.47	19.7	glyoxylate
FBA	fructose-bisphosphate aldolase	(b2097 or b1773 or b2925)	4.1.2.13	64.5	"D-fructose-1,6-bisphosphate"
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	(b0954 or b0180)	4.2.1.58	20000	NA
PTRCTA	Putrescine Transaminase	b3073	2.6.1.29	20000	NA
LPLIPAL1E140pp	"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)"	b0494	3.1.1.5	20000	NA
PGSA141	Phosphatidylglycerol synthase (n-C14:1)	b1912	2.7.8.5	20000	NA
PGSA140	Phosphatidylglycerol synthase (n-C14:0)	b1912	2.7.8.5	20000	NA
CPPPGO	coproporphyrinogen oxidase (O2 required)	b2436	1.3.3.3	16	Coproporphyrinogen-III
ACOAD8f	acyl-CoA dehydrogenase (octadecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA
UAGDP	UDP-N-acetylglucosamine diphosphorylase	b3730	2.7.7.23	330	N-acetyl-D-glucosamine-1-phosphate
NNAM	nicotinamidase	b1768	3.5.1.19	0.93	Nicotinamide
PDX5POi	pyridoxine 5-phosphate oxidase	b1638	1.4.3.5	33	pyridoxal-5-phosphate
3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	(b0954 or b0180)	4.2.1.61	20000	NA
LPLIPAL1G181pp	"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)"	b0494	3.1.1.5	20000	NA
ADMDC	adenosylmethionine decarboxylase	b0120	4.1.1.50	6	S-adenosyl-methionine
GLUSy	glutamate synthase (NADPH)	(b3212 and b3213)	1.4.1.13	41.9	ferricyanide
NADDP	NAD diphosphatase	(b3996 or b2411)	3.6.1.22	0.0025	NADH
PLIPA2G181pp	"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"
EAR181y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	b1288	1.3.1.10	157.3	dodecenoyl-[Staphylococcus-aureus-acyl-carrier-protein]
EAR181x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	b1288	1.3.1.9	70	trans-but-2-enoyl-[acyl-carrier-protein]
MDDCP4pp	"murein D,D-carboxypeptidase (murein5p4p) (periplasm)"	(b0632 or b3182 or b0839 or b2010)	3.4.16.4	350	diacetyl-L-Lys-D-Ala-D-Ala
DGK1	deoxyguanylate kinase (dGMP:ATP)	b3648	2.7.4.8	1121	GMP
G3PAT160	glycerol-3-phosphate acyltransferase (C16:0)	(b1094 and b4041)	2.3.1.15	20000	NA
HSDy	homoserine dehydrogenase (NADPH)	(b3940 or b0002)	1.1.1.3	24	L-homoserine
METAT	methionine adenosyltransferase	b2942	2.5.1.6	7.24	L-methionine
XYLK2	L-xylulokinase	(b0063 or b3580)	2.7.1.53	20000	NA
G3PAT161	glycerol-3-phosphate acyltransferase (C16:1)	(b1094 and b4041)	2.3.1.15	20000	NA
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	(b1095 or b2323)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]
